7909761,150
9358026,200
5362127,150
6910067,75
3698535,25
3401016,99
7465006,500
8829413,10
4502103,75
3645760,50
6897535,75
6969995,100
6856770,10
9496437,99
2205161,200
9875884,100
2185482,200
2025484,10
7385837,100
2318753,100
5029096,75
8390838,75
6419181,50
5644520,25
5673955,50
5848504,25
1727834,50
5759987,100
3740055,500
3753121,10
1063241,25
1970017,500
4638471,200
7571115,10
6577337,25
8581409,100
4626722,500
3902800,500
1801406,200
5138108,500
6242211,50
7585302,50
5965475,10
1707037,200
7561392,10
3295424,25
6311748,500
5748284,100
1113884,200
2085009,500
5768409,10
4253007,10
8708147,99
1873972,10
5579214,500
6939794,75
5731707,10
1061304,150
1734158,10
2731434,50
6912492,50
9479395,200
4796785,200
9257495,99
2930337,200
9947835,150
9675033,500
8301613,500
6728225,200
4693138,200
3336266,75
8588211,50
9054404,200
4058725,75
1024040,99
9663237,75
5940466,75
7948287,99
8309988,75
4943182,200
5300117,500
6837453,200
9507594,75
4381535,500
7198900,200
5976451,150
5368336,100
3804300,50
9198796,10
8375606,10
7805038,75
2671960,25
2460591,500
1879074,100
6264603,50
8043835,99
9661898,75
4512424,500
1488358,100
4827637,99
3701030,100
3443581,200
2422489,75
1069403,99
2834257,500
3051232,500
7763088,25
4172224,25
3882451,150
8048767,500
6856080,50
3853452,500
5859916,150
6955802,50
7463357,75
1692665,10
2748840,10
3726699,500
7385859,50
7047639,75
9628843,500
7923240,100
4495524,100
1868103,50
1084981,100
2150943,150
2982120,25
2374291,150
5017813,500
3709909,25
2811596,50
3814840,75
1933191,25
9171930,25
7657681,100
7848999,50
8367043,150
8482915,75
2745883,25
9425861,10
1011275,200
4481930,25
2951298,10
6591994,150
4906594,150
6978933,50
3882288,150
5659130,75
2304764,50
8772895,200
6214539,150
6792839,25
1011451,100
6492494,50
3453594,10
4641985,10
2281883,500
5765933,99
5813734,50
2976933,100
6344629,500
2135178,99
6962483,25
2824913,99
4182099,100
4803032,10
9191996,10
7684202,10
2594499,75
1090665,200
2726068,100
8861565,500
7278154,50
7793945,100
2904283,50
5589150,200
1512795,25
3384822,99
6054814,200
6462609,99
2790467,100
1143519,100
7043313,100
2430972,200
3775753,75
4189186,99
6723548,500
9053010,50
7791427,500
1161766,200
4961287,500
8385905,150
3801381,500
6978299,50
2102096,500
5506427,100
2131156,200
4093112,150
8248008,75
8967953,150
4219644,100
5368395,75
3988433,50
1881958,200
3072822,10
5281498,500
9649230,500
9092625,100
8774891,150
2259872,100
3966442,200
9047948,10
4872873,50
2004409,500
5149527,150
3540847,99
7633576,50
8660071,150
8880898,100
2208315,10
5374722,99
4860988,50
5436527,150
2349232,150
1286016,500
6318360,500
9221827,10
1640875,75
9986758,50
9039302,99
4312388,75
7313269,500
9701121,150
1698962,99
4415861,99
2517871,200
2713041,500
4235299,99
9219556,99
7729910,100
5597012,50
5573246,100
7259409,500
4236728,99
9503876,99
8268101,50
7976388,75
6938188,100
5463884,75
3773888,150
8555119,75
9353518,200
7442349,25
5670779,75
4639518,150
8780863,99
2132597,500
5881509,99
1600426,50
7711819,150
1256674,75
1455933,99
4729354,75
6918014,99
4542333,100
3673257,500
3166244,100
9606207,200
7187389,10
9885498,99
8490947,100
2305500,100
6166686,200
7131488,200
3841943,50
9994244,10
4708893,100
1907520,50
6867630,10
2583867,25
2829505,50
1262981,75
7707312,99
5964485,100
4521849,99
6577890,25
8817905,100
2839011,99
4678849,75
1401798,50
2502797,10
9120799,50
4379240,150
3865192,100
1918557,150
1196037,50
8077741,75
1977710,99
2625788,25
2620430,75
8964075,100
6415327,75
3551799,500
8767207,99
7979917,75
4140163,99
3052801,25
8179674,50
8105715,25
4288398,150
2021380,500
4678381,500
3679740,500
3942195,200
1123065,150
2849703,50
2230729,200
6571044,500
2200352,500
3733484,150
5040245,200
2223882,99
5420803,75
5252630,200
4282906,99
7999778,10
9946343,10
3493970,500
8737696,150
9023091,50
7660602,500
6979796,50
7575433,150
7704360,10
5337935,50
5578585,75
2848078,200
4222801,25
4407925,50
3398566,99
1322086,75
5714189,25
7113452,100
4575449,75
8166910,500
4124991,99
7721946,75
9793374,100
4437763,75
7132875,50
5246839,99
6672011,500
8590377,500
7128148,25
8470511,150
9639527,500
6668017,99
4702814,25
1383035,50
2339254,500
2028985,50
2013165,100
8740234,75
6901817,10
5894249,100
1940954,500
8650796,25
4347766,100
5363750,200
4436243,10
2834714,99
4494758,99
3832310,100
5644329,200
6591835,150
2702251,50
3064848,10
6231379,150
1196130,25
5317614,500
4645159,75
5908537,75
9265081,200
6157713,99
6952577,10
1679992,25
4424213,100
9984588,200
3687044,150
9659328,50
8661998,99
1179488,150
3921980,99
8641284,99
3701925,50
6869829,75
7409020,150
1706025,25
7765996,75
6179327,100
7026601,99
8828187,200
6903375,100
5677485,100
2577263,150
7081655,10
6449432,25
8463237,500
4485413,150
8904231,75
8883925,500
1832975,150
1320172,100
8494136,100
2449507,200
5122055,500
4019931,500
6436625,25
6071799,150
7483225,100
4595052,50
2524129,50
6592190,50
8797878,25
9493651,75
5161231,150
5178503,99
8438911,50
9671662,200
5992720,500
1766089,500
8349550,150
1942428,99
6853563,150
1075070,10
7831766,75
1151237,25
1578120,200
3237865,100
9340243,100
9558756,25
2933681,200
4324535,99
6867244,50
6452985,75
7703679,200
9513778,200
4429521,200
9487765,10
1755155,100
4586781,10
9317937,75
1564046,99
5593000,10
1187044,75
3825183,25
8489415,10
1034213,25
9580981,50
9978103,10
8022822,500
9956089,25
4555689,150
8781468,75
4933962,50
9366256,150
8729106,75
2433175,150
